Mod:Item:MetaData, Localized Name
immersiveengineering:treated_wood:2, Доски из обработанного дерева
immersiveengineering:treated_wood_slab:0, Плита из обработанного дерева
immersiveengineering:treated_wood_slab:1, Плита из обработанного дерева
immersiveengineering:treated_wood_slab:2, Плита из обработанного дерева
immersiveengineering:treated_wood_stairs0, Ступени из обработанного дерева
immersiveengineering:treated_wood_stairs1, Ступени из обработанного дерева
immersiveengineering:treated_wood_stairs2, Ступени из обработанного дерева
immersiveengineering:wooden_decoration:0, Забор из обработанного дерева
immersiveengineering:wooden_decoration:1, Леса из обработанного дерева
immersiveengineering:wooden_device0:0, Деревянный чемодан
immersiveengineering:wooden_device0:1, Деревянная бочка
immersiveengineering:wooden_device0:2, Верстак инженера
immersiveengineering:wooden_device0:3, Сортировщик предметов
immersiveengineering:wooden_device0:4, Пороховая бочка
immersiveengineering:wooden_device0:5, Усиленный чемодан
immersiveengineering:wooden_device0:6, Поворотный стол
immersiveengineering:wooden_device0:7, Сортировщик жидкостей
immersiveengineering:wooden_device1:0, Водяное колесо
immersiveengineering:wooden_device1:1, Ветряная мельница
immersiveengineering:wooden_device1:3, Деревянный столб
immersiveengineering:wooden_device1:4, Крепление из обработанного дерева
immersiveengineering:hemp, Промышленная конопля
immersiveengineering:cloth_device:0, Спасательная подушка
immersiveengineering:cloth_device:1, Воздушный шар
immersiveengineering:cloth_device:2, Занавес
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Медный листовой металл
immersiveengineering:sheetmetal:1, Алюминиевый листовой металл
immersiveengineering:sheetmetal:2, Свинцовый листовой металл
immersiveengineering:sheetmetal:3, Серебряный листовой металл
immersiveengineering:sheetmetal:4, Никелевый листовой металл
immersiveengineering:sheetmetal:5, Урановый листовой металл
immersiveengineering:sheetmetal:6, Константановый листовой металл
immersiveengineering:sheetmetal:7, Электрумовый листовой металл
immersiveengineering:sheetmetal:8, Стальной листовой металл
immersiveengineering:sheetmetal:9, Железный листовой металл
immersiveengineering:sheetmetal:10, Золотой листовой металл
immersiveengineering:sheetmetal_slab:0, Плита из листовой меди
immersiveengineering:sheetmetal_slab:1, Плита из листового алюминия
immersiveengineering:sheetmetal_slab:2, Плита из листового свинца
immersiveengineering:sheetmetal_slab:3, Плита из листового серебра
immersiveengineering:sheetmetal_slab:4, Плита из листового никеля
immersiveengineering:sheetmetal_slab:5, Плита из листового урана
immersiveengineering:sheetmetal_slab:6, Плита из листового константана
immersiveengineering:sheetmetal_slab:7, Плита из листового электрума
immersiveengineering:sheetmetal_slab:8, Плита из листовой стали
immersiveengineering:sheetmetal_slab:9, Плита из листового железа
immersiveengineering:sheetmetal_slab:10, Плита из листового золота
immersiveengineering:metal_decoration0:0, Блок медного провода
immersiveengineering:metal_decoration0:1, Блок электрумового провода
immersiveengineering:metal_decoration0:2, Блок высоковольтного провода
immersiveengineering:metal_decoration0:3, Краснокаменный инженерный блок
immersiveengineering:metal_decoration0:4, Лёгкий инженерный блок
immersiveengineering:metal_decoration0:5, Тяжёлый инженерный блок
immersiveengineering:metal_decoration0:6, Блок генератора
immersiveengineering:metal_decoration0:7, Блок радиатора
immersiveengineering:metal_decoration1:0, Стальной забор
immersiveengineering:metal_decoration1:1, Стальные леса
immersiveengineering:metal_decoration1:2, Стальные леса
immersiveengineering:metal_decoration1:3, Стальные леса
immersiveengineering:metal_decoration1:4, Алюминиевый забор
immersiveengineering:metal_decoration1:5, Алюминиевые леса
immersiveengineering:metal_decoration1:6, Алюминиевые леса
immersiveengineering:metal_decoration1:7, Алюминиевые леса
immersiveengineering:metal_decoration2:0, Стальной столб
immersiveengineering:metal_decoration2:1, Стальной крепёж
immersiveengineering:metal_decoration2:2, Алюминиевый столб
immersiveengineering:metal_decoration2:3, Алюминиевый крепёж
immersiveengineering:metal_decoration2:4, Фонарь
immersiveengineering:metal_decoration2:5, Колючая проволока
immersiveengineering:metal_decoration2:7, Стальная опора
immersiveengineering:metal_decoration2:8, Алюминиевая опора
immersiveengineering:metal_decoration1_slab:1, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:2, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:3, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:5, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:6, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:7, Плита из алюминиевых лесов
immersiveengineering:steel_scaffolding_stairs0, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs1, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs2, Ступени из стальных лесов
immersiveengineering:aluminum_scaffolding_stairs0, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs1, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs2, Ступени из алюминиевых лесов
immersiveengineering:metal_ladder:0, Металлическая лестница
immersiveengineering:metal_ladder:1, Лестница покрытая лесами
immersiveengineering:metal_ladder:2, Лестница покрытая лесами
immersiveengineering:connector:0, Низковольтный коннектор
immersiveengineering:connector:1, Низковольтное реле
immersiveengineering:connector:2, Средневольтный коннектор
immersiveengineering:connector:3, Средневольтное реле
immersiveengineering:connector:4, Высоковольтный коннектор
immersiveengineering:connector:5, Высоковольтное реле
immersiveengineering:connector:6, Строительный коннектор
immersiveengineering:connector:7, Трансформатор
immersiveengineering:connector:8, Высоковольтный трансформатор
immersiveengineering:connector:9, Рубильник
immersiveengineering:connector:10, Краснокаменный рубильник
immersiveengineering:connector:11, Трансформатор тока
immersiveengineering:connector:12, Краснокаменный коннектор
immersiveengineering:connector:13, Коннектор краснокаменного зонда
immersiveengineering:metal_device0:0, Низковольтный конденсатор
immersiveengineering:metal_device0:1, Средневольтный конденсатор
immersiveengineering:metal_device0:2, Высоковольтный конденсатор
immersiveengineering:metal_device0:3, Конденсатор для творческого режима
immersiveengineering:metal_device0:4, Металлическая бочка
immersiveengineering:metal_device0:5, Насос
immersiveengineering:metal_device0:6, Слив
immersiveengineering:metal_device1:0, Воздухонагреватель доменной печи
immersiveengineering:metal_device1:1, Внешний нагреватель
immersiveengineering:metal_device1:2, Кинетический генератор
immersiveengineering:metal_device1:3, Термоэлектрогенератор
immersiveengineering:metal_device1:4, Электрический фонарь
immersiveengineering:metal_device1:5, Зарядная станция
immersiveengineering:metal_device1:6, Труба для жидкостей
immersiveengineering:metal_device1:7, Буровая установка
immersiveengineering:metal_device1:8, Катушка Тесла
immersiveengineering:metal_device1:9, Прожектор
immersiveengineering:metal_device1:10, Жидкостная турель
immersiveengineering:metal_device1:11, Оружейная турель
immersiveengineering:metal_device1:13, Садовая теплица
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Обработанная палка
immersiveengineering:material:1, Железный прут
immersiveengineering:material:2, Стальной прут
immersiveengineering:material:3, Алюминиевый прут
immersiveengineering:material:4, Волокно промышленной конопли
immersiveengineering:material:5, Прочная ткань
immersiveengineering:material:6, Коксовый уголь
immersiveengineering:material:7, Шлак
immersiveengineering:material:8, Железный механический компонент
immersiveengineering:material:9, Стальной механический компонент
immersiveengineering:material:10, Часть водяного колеса
immersiveengineering:material:11, Лопасть ветряной мельницы
immersiveengineering:material:12, Парус ветряной мельницы
immersiveengineering:material:13, Деревянная рукоятка
immersiveengineering:material:14, Ствол револьвера
immersiveengineering:material:15, Барабан револьвера
immersiveengineering:material:16, Корпус револьвера
immersiveengineering:material:17, Коксовая пыль
immersiveengineering:material:18, Пыль ВОП-графита
immersiveengineering:material:19, Слиток ВОП-графита
immersiveengineering:material:20, Медный провод
immersiveengineering:material:21, Электрумовый провод
immersiveengineering:material:22, Алюминиевый провод
immersiveengineering:material:23, Стальной трос
immersiveengineering:material:24, Нитратная пыль
immersiveengineering:material:25, Серная пыль
immersiveengineering:material:26, Электронная лампа
immersiveengineering:material:27, Монтажная плата
immersiveengineering:metal:0, Медный слиток
immersiveengineering:metal:1, Алюминиевый слиток
immersiveengineering:metal:2, Свинцовый слиток
immersiveengineering:metal:3, Серебряный слиток
immersiveengineering:metal:4, Никелевый слиток
immersiveengineering:metal:5, Урановый слиток
immersiveengineering:metal:6, Константановый слиток
immersiveengineering:metal:7, Электрумовый слиток
immersiveengineering:metal:8, Стальной слиток
immersiveengineering:metal:9, Медная пыль
immersiveengineering:metal:10, Алюминиевая пыль
immersiveengineering:metal:11, Свинцовая пыль
immersiveengineering:metal:12, Серебряная пыль
immersiveengineering:metal:13, Никелевая пыль
immersiveengineering:metal:14, Урановая пыль
immersiveengineering:metal:15, Константановая пыль
immersiveengineering:metal:16, Электрумовая пыль
immersiveengineering:metal:17, Стальная пыль
immersiveengineering:metal:18, Железная пыль
immersiveengineering:metal:19, Золотая пыль
immersiveengineering:metal:20, Медный самородок
immersiveengineering:metal:21, Алюминиевый самородок
immersiveengineering:metal:22, Свинцовый самородок
immersiveengineering:metal:23, Серебряный самородок
immersiveengineering:metal:24, Никелевый самородок
immersiveengineering:metal:25, Урановый самородок
immersiveengineering:metal:26, Константановый самородок
immersiveengineering:metal:27, Электрумовый самородок
immersiveengineering:metal:28, Стальной самородок
immersiveengineering:metal:29, Железный самородок
immersiveengineering:metal:30, Медная пластина
immersiveengineering:metal:31, Алюминиевая пластина
immersiveengineering:metal:32, Свинцовая пластина
immersiveengineering:metal:33, Серебряная пластина
immersiveengineering:metal:34, Никелевая пластина
immersiveengineering:metal:35, Урановая пластина
immersiveengineering:metal:36, Константановая пластина
immersiveengineering:metal:37, Электрумовая пластина
immersiveengineering:metal:38, Стальная пластина
immersiveengineering:metal:39, Железная пластина
immersiveengineering:metal:40, Золотая пластина
immersiveengineering:tool:0, Молот инженера
immersiveengineering:tool:1, Кусачки инженера
immersiveengineering:tool:2, Вольтметр инженера
immersiveengineering:tool:3, Руководство инженера
immersiveengineering:pickaxe_steel, Стальная кирка
immersiveengineering:shovel_steel, Стальная лопата
immersiveengineering:axe_steel, Стальной топор
immersiveengineering:hoe_steel, Steel Hoe
immersiveengineering:sword_steel, Стальной меч
immersiveengineering:toolbox, Ящик для инструментов
immersiveengineering:wirecoil:0, Моток низковольтного провода
immersiveengineering:wirecoil:1, Моток средневольтного провода
immersiveengineering:wirecoil:2, Моток высоковольтного провода
immersiveengineering:wirecoil:3, Моток пенькового каната
immersiveengineering:wirecoil:4, Моток стального троса
immersiveengineering:wirecoil:5, Моток краснокаменного провода
immersiveengineering:wirecoil:6, Моток низковольтного провода с изоляцией
immersiveengineering:wirecoil:7, Моток средневольтного провода с изоляцией
immersiveengineering:seed:0, Семена промышленной конопли
immersiveengineering:drill:0, Шахтёрский бур
immersiveengineering:drillhead:0, Стальное буровое долото
immersiveengineering:drillhead:1, Железное буровое долото
immersiveengineering:jerrycan, Канистра
immersiveengineering:mold:0, Пресс-форма "Пластина"
immersiveengineering:mold:1, Пресс-форма "Шестерня"
immersiveengineering:mold:2, Пресс-форма "Прут"
immersiveengineering:mold:3, Пресс-форма "Патрон"
immersiveengineering:mold:4, Пресс-форма "Провод"
immersiveengineering:mold:5, Пресс-форма "Упаковка 2x2"
immersiveengineering:mold:6, Пресс-форма "Упаковка 3x3"
immersiveengineering:mold:7, Пресс-форма "Распаковка"
immersiveengineering:blueprint, Инженерный чертёж
immersiveengineering:revolver, Револьвер
immersiveengineering:speedloader, Ускоритель заряжания
immersiveengineering:bullet:0, Металлическая гильза
immersiveengineering:bullet:1, Гильза
immersiveengineering:bullet:2, Простой патрон
immersiveengineering:bullet:2, Бронебойный патрон
immersiveengineering:bullet:2, Картечь
immersiveengineering:bullet:2, Фугасный патрон
immersiveengineering:bullet:2, Серебряный патрон
immersiveengineering:bullet:2, Патрон "Дыхание дракона"
immersiveengineering:bullet:2, Патрон с зельем
immersiveengineering:bullet:2, Сигнальный патрон
immersiveengineering:bullet:2, Самонаводящийся патрон
immersiveengineering:bullet:2, Патрон кристаллизованной энергии
immersiveengineering:bullet:2, Патрон "Волчья стая"
immersiveengineering:chemthrower, Жидкомёт
immersiveengineering:railgun, Рельсотрон
immersiveengineering:skyhook, Небесный крюк
immersiveengineering:toolupgrade:0, Баллон со сжатым воздухом
immersiveengineering:toolupgrade:1, Продвинутая смазочная система
immersiveengineering:toolupgrade:2, Дополнительные шнеки
immersiveengineering:toolupgrade:3, Большой баллон
immersiveengineering:toolupgrade:4, Штык
immersiveengineering:toolupgrade:5, Расширенный магазин
immersiveengineering:toolupgrade:6, Усиливающие электронные лампы
immersiveengineering:toolupgrade:7, Направленное сопло
immersiveengineering:toolupgrade:8, Точный прицел
immersiveengineering:toolupgrade:9, Дополнительные конденсаторы
immersiveengineering:toolupgrade:10, Лампа-вспышка
immersiveengineering:toolupgrade:11, Шокоизлучатели
immersiveengineering:toolupgrade:12, Магнитная перчатка
immersiveengineering:toolupgrade:13, Мультибаллон
immersiveengineering:shader, Шейдер
immersiveengineering:shader_bag, Мешок шейдеров
immersiveengineering:earmuffs, Защитные наушники
immersiveengineering:coresample, Образец породы
immersiveengineering:graphite_electrode, Графитовый электрод
immersiveengineering:faraday_suit_feet, Сапоги Фарадея
immersiveengineering:faraday_suit_legs, Поножи Фарадея
immersiveengineering:faraday_suit_chest, Нагрудник Фарадея
immersiveengineering:faraday_suit_head, Шлем Фарадея
immersiveengineering:fluorescent_tube, Флуоресцентная лампа
immersiveengineering:powerpack, Конденсаторный рюкзак
immersiveengineering:shield, Тяжёлый крытый щит
immersiveengineering:maintenance_kit, Комплект для обслуживания
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
natura:clouds:0, Облако
natura:clouds:1, Тёмное облако
natura:clouds:2, Пепельное облако
natura:clouds:3, Облако серы
natura:materials:0, Ячмень
natura:materials:1, Ячменная мука
natura:materials:2, Пшеничная мука
natura:materials:3, Хлопок
natura:materials:4, Сера
natura:materials:5, Оперение призрачного дерева
natura:materials:6, Кожа импа
natura:materials:7, Пламенная нить
natura:materials:8, Синий краситель
natura:edibles:0, Сырое мясо импа
natura:edibles:1, Приготовленное мясо импа
natura:edibles:2, Малина
natura:edibles:3, Черника
natura:edibles:4, Ежевика
natura:edibles:5, Смородина
natura:edibles:6, Губительная ягода
natura:edibles:7, Сумеречная ягода
natura:edibles:8, Небесная ягода
natura:edibles:9, Ядовитая ягода
natura:edibles:10, Хлористое яблоко
natura:edibles:11, Кактусовый сок
natura:seed_bags:0, Мешочек семян пшеницы
natura:seed_bags:1, Мешочек моркови
natura:seed_bags:2, Мешочек картофеля
natura:seed_bags:3, Мешочек нароста Нижнего мира
natura:sticks:0, Maple Stick
natura:sticks:1, Silverbell Stick
natura:sticks:2, Amaranth Stick
natura:sticks:3, Tigerwood Stick
natura:sticks:4, Willow Stick
natura:sticks:5, Eucalyptus Stick
natura:sticks:6, Hopseed Stick
natura:sticks:7, Sakura Stick
natura:sticks:8, Redwood Stick
natura:sticks:9, Ghostwood Stick
natura:sticks:10, Darkwood Stick
natura:sticks:11, Fusewood Stick
natura:sticks:12, Bloodwood Stick
natura:berry_medley, Ягодный салат
natura:glowshroom_stew, Тушёные светогрибы
natura:bonemeal_bag, Мешочек костной муки
natura:colored_grass:0, Подстриженная трава
natura:colored_grass:1, Синяя трава
natura:colored_grass:2, Осенняя трава
natura:colored_grass_slab:0, Плита из подстриженной травы
natura:colored_grass_slab:1, Плита из синей травы
natura:colored_grass_slab:2, Плита из осенней травы
natura:colored_grass_stairs_topiary:0, Ступеньки из подстриженной травы
natura:colored_grass_stairs_bluegrass:0, Ступеньки из синей травы
natura:colored_grass_stairs_autumnal:0, Ступеньки из осенней травы
natura:overworld_logs:0, Древесина клёна
natura:overworld_logs:1, Древесина галезии
natura:overworld_logs:2, Древесина щирицы
natura:overworld_logs:3, Древесина тигрового дерева
natura:overworld_logs2:0, Древесина ивы
natura:overworld_logs2:1, Древесина эвкалипта
natura:overworld_logs2:2, Древесина хмельного дерева
natura:overworld_logs2:3, Древесина сакуры
natura:redwood_logs:0, Кора красного дерева
natura:redwood_logs:1, Красное дерево
natura:redwood_logs:2, Корень красного дерева
natura:apple_log:0, Apple Log
natura:overworld_leaves:0, Листва клёна
natura:overworld_leaves:1, Листва галезии
natura:overworld_leaves:2, Листва щирицы
natura:overworld_leaves:3, Листва тигрового дерева
natura:overworld_leaves2:0, Листва ивы
natura:overworld_leaves2:1, Листва эвкалипта
natura:overworld_leaves2:2, Листва хмельного дерева
natura:overworld_leaves2:3, Листва сакуры
natura:redwood_leaves:0, Листва красного дерева
natura:apple_leaves:0, Apple Leaves
natura:apple_leaves:1, Apple Leaves
natura:apple_leaves:2, Apple Leaves
natura:apple_leaves:3, Apple Leaves
natura:overworld_sapling:0, Саженец клёна
natura:overworld_sapling:1, Саженец галезии
natura:overworld_sapling:2, Саженец щирицы
natura:overworld_sapling:3, Саженец тигрового дерева
natura:overworld_sapling2:0, Саженец ивы
natura:overworld_sapling2:1, Саженец эвкалипта
natura:overworld_sapling2:2, Саженец хмельного дерева
natura:overworld_sapling2:3, Саженец сакуры
natura:redwood_sapling:0, Саженец красного дерева
natura:apple_sapling:0, Apple Sapling
natura:bluebells_flower:0, Синие колокольчики
natura:overworld_planks:0, Доски из древесины клёна
natura:overworld_planks:1, Доски из древесины галезии
natura:overworld_planks:2, Доски из древесины щирицы
natura:overworld_planks:3, Доски из древесины тигрового дерева
natura:overworld_planks:4, Доски из древесины ивы
natura:overworld_planks:5, Доски из древесины эвкалипта
natura:overworld_planks:6, Доски из древесины хмельного дерева
natura:overworld_planks:7, Доски из древесины сакуры
natura:overworld_planks:8, Доски из древесины красного дерева
natura:overworld_planks:9, Apple Planks
natura:overworld_slab:0, Плита из древесины клёна
natura:overworld_slab:1, Плита из древесины галезии
natura:overworld_slab:2, Плита из древесины щирицы
natura:overworld_slab:3, Плита из древесины тигрового дерева
natura:overworld_slab:4, Плита из древесины ивы
natura:overworld_slab2:0, Плита из древесины эвкалипта
natura:overworld_slab2:1, Плита из древесины хмельного дерева
natura:overworld_slab2:2, Плита из древесины сакуры
natura:overworld_slab2:3, Плита из древесины красного дерева
natura:overworld_slab2:4, Apple Slab
natura:overworld_stairs_maple:0, Ступеньки из древесины клёна
natura:overworld_stairs_silverbell:0, Ступеньки из древесины галезии
natura:overworld_stairs_amaranth:0, Ступеньки из древесины щирицы
natura:overworld_stairs_tiger:0, Ступеньки из древесины тигрового дерева
natura:overworld_stairs_willow:0, Ступеньки из древесины ивы
natura:overworld_stairs_eucalyptus:0, Ступеньки из древесины эвкалипта
natura:overworld_stairs_hopseed:0, Ступеньки из древесины хмельного дерева
natura:overworld_stairs_sakura:0, Ступеньки из древесины сакуры
natura:overworld_stairs_redwood:0, Ступеньки из древесины красного дерева
natura:overworld_stairs_apple:0, Apple Stairs
natura:overworld_berrybush_raspberry:0, Куст малины
natura:overworld_berrybush_blueberry:0, Куст черники
natura:overworld_berrybush_blackberry:0, Куст ежевики
natura:overworld_berrybush_maloberry:0, Куст смородины
natura:barley_crop:0, tile.natura.barley_crop.name
natura:cotton_crop:0, tile.natura.cotton_crop.name
natura:overworld_door_eucalyptus:0, tile.natura.overworld_door_eucalyptus.name
natura:overworld_door_hopseed:0, tile.natura.overworld_door_hopseed.name
natura:overworld_door_sakura:0, tile.natura.overworld_door_sakura.name
natura:overworld_door_redwood:0, tile.natura.overworld_door_redwood.name
natura:overworld_door_redwood_bark:0, tile.natura.overworld_door_redwood_bark.name
natura:overworld_door_tiger:0, tile.natura.overworld_door_tiger.name
natura:overworld_door_maple:0, tile.natura.overworld_door_maple.name
natura:overworld_door_silverbell:0, tile.natura.overworld_door_silverbell.name
natura:overworld_door_amaranth:0, tile.natura.overworld_door_amaranth.name
natura:overworld_door_willow:0, tile.natura.overworld_door_willow.name
natura:overworld_door_apple:0, tile.natura.overworld_door_apple.name
natura:saguaro:0, Кактус сагуаро
natura:saguaro_baby:0, Росток кактуса сагуаро
natura:saguaro_fruit:0, Плод сагуаро
natura:overworld_seeds:0, Семена ячменя
natura:overworld_seeds:1, Семена хлопчатника
natura:overworld_seed_bags:0, Мешочек семян ячменя
natura:overworld_seed_bags:1, Мешочек семян хлопчатника
natura:overworld_doors:0, Дверь из древесины эвкалипта
natura:overworld_doors:1, Дверь из древесины хмельного дерева
natura:overworld_doors:2, Дверь из древесины сакуры
natura:overworld_doors:3, Дверь из древесины красного дерева
natura:overworld_doors:4, Дверь из коры красного дерева
natura:overworld_doors:5, Tigerwood Door
natura:overworld_doors:6, Maple Door
natura:overworld_doors:7, Silverbell Door
natura:overworld_doors:8, Amaranth Door
natura:overworld_doors:9, Willow Door
natura:overworld_doors:10, Apple Door
natura:saguaro_fruit_item, Плод сагуаро
natura:nether_logs:0, Призрачное дерево
natura:nether_logs:1, Древесина тёмного дерева
natura:nether_logs:2, Древесина плавкого дерева
natura:nether_logs2:0, Кровавое дерево
natura:nether_logs2:15, Кровавое дерево
natura:nether_leaves:0, Листва призрачного дерева
natura:nether_leaves:1, Листва кровавого дерева
natura:nether_leaves:2, Листва плавкого дерева
natura:nether_leaves2:0, Листва тёмного дерева
natura:nether_leaves2:1, Листва тёмного дерева
natura:nether_leaves2:2, Листва тёмного дерева
natura:nether_sapling:0, Саженец призрачного дерева
natura:nether_sapling:1, Саженец плавкого дерева
natura:nether_sapling:2, Саженец тёмного дерева
natura:nether_sapling2:0, Саженец кровавого дерева
natura:nether_planks:0, Доски из древесины призрачного дерева
natura:nether_planks:1, Доски из древесины кровавого дерева
natura:nether_planks:2, Доски из древесины тёмного дерева
natura:nether_planks:3, Доски из древесины плавкого дерева
natura:nether_slab:0, Плита из древесины призрачного дерева
natura:nether_slab:1, Плита из древесины кровавого дерева
natura:nether_slab:2, Плита из древесины тёмного дерева
natura:nether_slab:3, Плита из древесины плавкого дерева
natura:nether_heat_sand:0, Огненный песок
natura:nether_tainted_soil:0, Испорченная почва
natura:nether_tainted_soil:1, Испорченная почва
natura:nether_tainted_soil:2, Испорченная почва
natura:nether_thorn_vines:0, Колючие лозы
natura:nether_glass:0, Стекло душ
natura:nether_glass:1, Огненное стекло
natura:smooth_netherrack:0, Smooth Netherrack
natura:netherrack_bricks:0, Netherrack Bricks
natura:charred_netherrack_bricks:0, Charred Netherrack Bricks
natura:nether_stairs_ghostwood:0, Ступеньки из древесины призрачного дерева
natura:nether_stairs_bloodwood:0, Ступеньки из древесины кровавого дерева
natura:nether_stairs_darkwood:0, Ступеньки из древесины тёмного дерева
natura:nether_stairs_fusewood:0, Ступеньки из древесины плавкого дерева
natura:nether_berrybush_blightberry:0, Куст губительной ягоды
natura:nether_berrybush_duskberry:0, Куст сумеречной ягоды
natura:nether_berrybush_skyberry:0, Куст небесной ягоды
natura:nether_berrybush_stingberry:0, Куст ядовитой ягоды
natura:respawn_obelisk:0, Неактивный респаун обелиска
natura:nether_glowshroom:0, Зелёный светогриб
natura:nether_glowshroom:1, Синий светогриб
natura:nether_glowshroom:2, Фиолетовый светогриб
natura:nether_green_large_glowshroom:0, Зелёный светогриб
natura:nether_blue_large_glowshroom:0, Синий светогриб
natura:nether_purple_large_glowshroom:0, Фиолетовый светогриб
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:nether_door_darkwood:0, tile.natura.nether_door_darkwood.name
natura:nether_door_fusewood:0, tile.natura.nether_door_fusewood.name
natura:blaze_hopper:0, Пламенная загрузочная воронка
natura:nether_lever:0, Рычаг
natura:nether_button:0, Кнопка
natura:nether_pressure_plate:0, Нажимная плита
natura:blaze_rail:0, Пламенные рельсы
natura:blaze_rail_golden:0, Пламенные электрические рельсы
natura:blaze_rail_activator:0, Пламенные активирующие рельсы
natura:blaze_rail_detector:0, Пламенные нажимные рельсы
natura:netherrack_furnace:0, Печь Нижнего мира
natura:lit_netherrack_furnace:0, Печь Нижнего мира
natura:nether_doors:0, Дверь из древесины призрачного дерева
natura:nether_doors:1, Дверь из древесины кровавого дерева
natura:nether_doors:2, Darkwood Door
natura:nether_doors:3, Fusewood Door
natura:maple_button:0, Кнопка из древесины клёна
natura:maple_pressure_plate:0, Нажимная плита из древесины клёна
natura:maple_trap_door:0, Люк из древесины клёна
natura:maple_fence:0, Забор из древесины клёна
natura:maple_fence_gate:0, Калитка из древесины клёна
natura:silverbell_button:0, Кнопка из древесины галезии
natura:silverbell_pressure_plate:0, Нажимная плита из древесины галезии
natura:silverbell_trap_door:0, Люк из древесины галезии
natura:silverbell_fence:0, Забор из древесины галезии
natura:silverbell_fence_gate:0, Калитка из древесины галезии
natura:amaranth_button:0, Кнопка из древесины щирицы
natura:amaranth_pressure_plate:0, Нажимная плита из древесины щирицы
natura:amaranth_trap_door:0, Люк из древесины щирицы
natura:amaranth_fence:0, Забор из древесины щирицы
natura:amaranth_fence_gate:0, Калитка из древесины щирицы
natura:tiger_button:0, Кнопка из древесины тигрового дерева
natura:tiger_pressure_plate:0, Нажимная плита из древесины тигрового дерева
natura:tiger_trap_door:0, Люк из древесины тигрового дерева
natura:tiger_fence:0, Забор из древесины тигрового дерева
natura:tiger_fence_gate:0, Калитка из древесины тигрового дерева
natura:willow_button:0, Кнопка из древесины ивы
natura:willow_pressure_plate:0, Нажимная плита из древесины ивы
natura:willow_trap_door:0, Люк из древесины ивы
natura:willow_fence:0, Забор из древесины ивы
natura:willow_fence_gate:0, Калитка из древесины ивы
natura:eucalyptus_button:0, Кнопка из древесины эвкалипта
natura:eucalyptus_pressure_plate:0, Нажимная плита из древесины эвкалипта
natura:eucalyptus_trap_door:0, Люк из древесины эвкалипта
natura:eucalyptus_fence:0, Забор из древесины эвкалипта
natura:eucalyptus_fence_gate:0, Калитка из древесины эвкалипта
natura:hopseed_button:0, Кнопка из древесины хмельного дерева
natura:hopseed_pressure_plate:0, Нажимная плита из древесины хмельного дерева
natura:hopseed_trap_door:0, Люк из древесины хмельного дерева
natura:hopseed_fence:0, Забор из древесины хмельного дерева
natura:hopseed_fence_gate:0, Калитка из древесины хмельного дерева
natura:sakura_button:0, Кнопка из древесины сакуры
natura:sakura_pressure_plate:0, Нажимная плита из древесины сакуры
natura:sakura_trap_door:0, Люк из древесины сакуры
natura:sakura_fence:0, Забор из древесины сакуры
natura:sakura_fence_gate:0, Калитка из древесины сакуры
natura:redwood_button:0, Кнопка из древесины красного дерева
natura:redwood_pressure_plate:0, Нажимная плита из древесины красного дерева
natura:redwood_trap_door:0, Люк из древесины красного дерева
natura:redwood_fence:0, Забор из древесины красного дерева
natura:redwood_fence_gate:0, Калитка из древесины красного дерева
natura:apple_button:0, Apple Button
natura:apple_pressure_plate:0, Apple Pressure Plate
natura:apple_trap_door:0, Apple Trapdoor
natura:apple_fence:0, Apple Fence
natura:apple_fence_gate:0, Apple Fence Gate
natura:overworld_bookshelves:0, Книжный шкаф из древесины клёна
natura:overworld_bookshelves:1, Книжный шкаф из древесины галезии
natura:overworld_bookshelves:2, Книжный шкаф из древесины щирицы
natura:overworld_bookshelves:3, Книжный шкаф из древесины тигрового дерева
natura:overworld_bookshelves:4, Книжный шкаф из древесины ивы
natura:overworld_bookshelves:5, Книжный шкаф из древесины эвкалипта
natura:overworld_bookshelves:6, Книжный шкаф из древесины хмельного дерева
natura:overworld_bookshelves:7, Книжный шкаф из древесины сакуры
natura:overworld_bookshelves:8, Книжный шкаф из древесины красного дерева
natura:overworld_bookshelves:9, Apple Bookshelf
natura:overworld_workbenches:0, Верстак из древесины клёна
natura:overworld_workbenches:1, Верстак из древесины галезии
natura:overworld_workbenches:2, Верстак из древесины щирицы
natura:overworld_workbenches:3, Верстак из древесины тигрового дерева
